1643	500000
5405	17											
7421	13											
8708	16											
6463	7											
5310	11											
5110	14											
5093	14											
4160	13											
1104	22											
2067	8											
1367	1											
9872	11											
373	13											
996	2											
3799	6											
3464	1											
3636	12											
9137	19											
7775	8											
9451	16											
8731	15											
5332	23											
6372	7											
543	13											
8247	6											
6537	3											
3296	13											
7177	14											
1007	10											
7168	4											
3588	9											
3129	13											
7152	21											
9180	15											
11	9											
3088	17											
2417	13											
1555	18											
4232	1											
1836	16											
1478	10											
1805	4											
4621	15											
3843	13											
9316	11											
9136	10											
8088	24											
2524	15											
1147	18											
7483	23											
2830	9											
8712	23											
7920	23											
7534	19											
2435	17											
8627	4											
8190	6											
1990	21											
7013	14											
7640	6											
5963	8											
1856	17											
7717	21											
4544	9											
7701	22											
6287	20											
283	1											
7451	6											
1838	10											
9251	9											
9139	18											
3537	10											
6602	1											
2948	5											
5780	8											
9120	14											
1182	20											
8989	9											
9752	1											
3436	4											
7134	17											
6763	12											
5293	14											
1022	18											
3786	7											
9051	19											
9426	25											
6321	20											
3604	17											
8420	4											
125	19											
9712	8											
2145	18											
7769	13											
9042	15											
4848	3											
5796	22											
6907	21											
2725	21											
6447	19											
2560	19											
2843	15											
1783	20											
9263	6											
2152	17											
7812	8											
6017	24											
2533	21											
9761	19											
3730	2											
8290	13											
4219	16											
9348	15											
5723	22											
9593	2											
6530	16											
2894	15											
7139	15											
3733	23											
9541	23											
6479	10											
5483	5											
8499	20											
6634	25											
8030	9											
478	22											
2799	19											
3685	20											
2915	5											
6801	23											
1199	5											
8802	12											
9991	10											
6008	11											
5289	17											
4320	1											
548	25											
7858	24											
7431	16											
9533	10											
7009	17											
4964	16											
720	17											
9973	15											
7473	1											
1291	10											
33	2											
8800	9											
3877	20											
7502	23											
430	2											
4398	18											
9518	18											
267	11											
213	4											
6523	24											
9611	2											
7059	4											
1381	13											
6804	2											
7558	20											
3354	1											
3802	5											
7594	13											
5883	25											
9290	13											
5853	18											
2481	21											
1462	11											
3472	25											
2802	16											
3681	4											
387	5											
584	22											
8081	18											
4975	25											
9605	14											
6470	22											
9545	9											
2318	10											
5786	14											
2157	6											
3999	13											
5179	8											
1242	15											
6455	5											
1514	16											
592	18											
1550	16											
5778	17											
7448	4											
418	15											
631	4											
5391	11											
6729	18											
5626	20											
3626	3											
202	21											
2862	20											
4630	23											
1361	16											
7154	23											
4654	3											
9773	22											
3283	22											
666	22											
1902	16											
8991	9											
2009	23											
8299	14											
6981	24											
6221	13											
3255	13											
791	6											
6916	24											
1148	7											
6189	1											
9264	22											
5480	6											
7401	16											
7699	12											
3661	11											
4404	19											
6676	6											
5868	13											
4058	18											
7821	15											
8600	4											
3952	12											
8433	22											
9689	5											
7545	2											
5345	8											
2966	19											
714	21											
5535	20											
4245	5											
4230	24											
956	25											
8158	10											
9319	6											
5330	5											
5188	25											
2752	17											
7843	16											
2667	22											
8900	13											
7620	14											
6209	8											
2078	14											
7556	2											
4402	22											
3395	4											
9428	19											
3828	10											
3650	6											
5204	21											
1287	15											
7001	19											
2467	22											
728	24											
2049	17											
1862	21											
1003	18											
3761	1											
2054	3											
1884	8											
4667	25											
1461	11											
9568	23											
4137	20											
3878	6											
7011	23											
1893	8											
5980	9											
330	7											
2979	25											
2750	19											
1604	7											
1189	20											
3085	15											
287	19											
9167	22											
5190	3											
6642	7											
2443	12											
8129	25											
3763	21											
4071	4											
1566	14											
4825	20											
8098	22											
2905	20											
2226	10											
483	8											
2882	16											
4666	5											
2457	17											
3164	16											
4492	15											
9359	14											
3273	10											
9154	17											
2260	8											
5748	15											
245	25											
4815	17											
2337	2											
2208	5											
927	16											
8992	8											
4864	6											
3743	8											
8899	7											
7634	21											
2416	11											
6308	17											
7213	10											
5166	4											
7332	25											
9843	3											
4164	3											
8993	20											
977	14											
4782	12											
1001	20											
8479	9											
6982	9											
907	16											
1830	11											
3591	16											
2757	15											
1329	12											
3684	21											
27	21											
5431	14											
2244	8											
4046	13											
571	12											
3202	25											
9687	10											
5209	9											
7554	18											
7257	8											
8474	12											
8394	23											
7564	16											
4507	1											
6948	11											
6871	23											
2726	14											
6312	10											
7206	19											
8639	22											
1916	4											
9916	2											
2265	4											
7777	25											
2931	1											
5123	19											
549	20											
3647	9											
6149	8											
3280	8											
8078	24											
1814	19											
9578	23											
3431	4											
1530	19											
809	16											
7127	10											
5672	4											
8447	21											
9131	21											
7591	7											
3306	5											
6302	20											
9622	22											
4976	2											
1186	14											
4919	20											
4085	2											
6452	19											
4049	8											
4803	13											
1952	2											
103	3											
2651	12											
4895	19											
7819	19											
9242	12											
1011	11											
1709	7											
637	5											
1337	22											
2322	14											
1171	10											
2505	8											
739	13											
6856	1											
376	22											
1609	21											
7446	11											
1782	16											
5275	5											
490	6											
4240	9											
3824	22											
4622	7											
3261	22											
6877	23											
2849	14											
7275	6											
3938	9											
6135	24											
4564	9											
4835	13											
635	2											
7848	1											
5931	4											
3827	8											
5466	2											
1837	23											
6619	24											
6422	24											
6176	19											
782	10											
420	17											
4186	24											
8810	15											
3012	24											
9432	5											
5861	24											
40	6											
7128	22											
788	3											
4576	15											
4313	12											
2474	15											
412	18											
6108	21											
5575	10											
9305	16											
1052	8											
1684	17											
9860	3											
1732	3											
7588	13											
6842	3											
8730	15											
6436	14											
4372	21											
2218	7											
6898	19											
5556	14											
4637	24											
7603	18											
1424	1											
2171	15											
4119	7											
1680	20											
8251	11											
229	24											
9907	22											
7190	21											
5146	2											
2074	5											
7644	8											
8737	16											
4054	10											
7646	22											
1004	5											
3912	14											
3331	20											
3251	10											
9277	23											
2771	17											
6757	18											
806	2											
5546	2											
8567	18											
5437	12											
5846	8											
8160	7											
150	6											
5046	23											
2239	11											
6575	24											
3690	16											
8450	14											
7241	11											
4730	14											
8575	6											
6014	24											
9443	16											
669	17											
1121	14											
1504	9											
2411	15											
6743	11											
4754	16											
6286	18											
1794	3											
8171	7											
2385	22											
4560	21											
1985	10											
159	6											
9549	25											
1216	23											
4761	7											
1811	22											
5325	14											
5860	20											
3360	22											
9115	1											
6203	18											
1019	7											
7783	18											
943	18											
8415	9											
1417	23											
7235	11											
4273	3											
3607	8											
6423	4											
8131	11											
4295	18											
2082	3											
6788	15											
2090	16											
1188	25											
9554	1											
8724	3											
7831	12											
1085	24											
9205	10											
7760	3											
9337	4											
934	23											
7854	25											
4031	5											
2306	13											
295	7											
1196	14											
9286	15											
3463	1											
2723	10											
1390	2											
8172	3											
8635	24											
8024	24											
5599	10											
1881	15											
5376	3											
5248	11											
5564	6											
5854	16											
1891	17											
1503	16											
2356	15											
3911	10											
7417	14											
2691	9											
463	23											
4655	25											
3631	23											
9075	12											
7006	22											
7025	17											
9146	10											
9463	16											
5661	12											
2628	11											
6527	24											
9092	12											
6330	17											
5235	3											
9659	15											
7290	24											
42	10											
1915	18											
1613	2											
4907	21											
9058	6											
2133	1											
7223	25											
6545	8											
4010	14											
2137	21											
2991	9											
1416	20											
4173	17											
8932	18											
7486	18											
9607	22											
9453	4											
3776	15											
6285	15											
749	10											
7228	22											
6141	18											
8585	19											
3527	18											
6990	21											
2379	1											
5461	2											
5742	14											
9559	14											
4535	8											
7247	15											
9871	13											
2592	13											
8828	22											
4886	16											
8001	12											
7765	5											
7871	24											
4904	2											
1645	10											
3964	10											
8326	5											
7704	19											
4296	23											
8002	20											
9900	13											
9610	23											
7766	5											
2071	10											
8141	18											
2261	19											
8149	24											
2272	21											
4795	15											
7020	13											
8052	8											
2886	16											
5572	8											
2763	19											
1565	13											
9815	3											
1872	13											
5288	12											
3841	12											
3373	14											
650	22											
9297	16											
1682	23											
6036	17											
8307	12											
4724	22											
1208	13											
1063	8											
7758	11											
7925	19											
3890	23											
8651	22											
777	16											
7403	24											
658	6											
7363	21											
5805	5											
4376	9											
9195	14											
5609	1											
837	10											
3442	16											
2528	8											
1396	15											
586	6											
9713	1											
7720	20											
1108	5											
702	10											
4023	11											
9937	14											
7725	11											
9221	20											
31	12											
9931	3											
4018	10											
3819	11											
6349	2											
1446	15											
3243	11											
3508	22											
4517	12											
4640	20											
5698	3											
1757	24											
689	12											
5929	23											
6284	3											
7668	24											
9343	17											
5053	12											
3116	10											
6539	3											
3605	20											
2871	8											
8955	19											
8551	14											
4800	20											
8939	7											
4321	18											
9794	3											
7155	9											
1655	21											
2068	22											
866	11											
9734	24											
6449	24											
1729	10											
4589	7											
7031	25											
4044	10											
2876	17											
9528	23											
2955	17											
7633	5											
568	5											
5410	16											
8894	1											
6572	20											
972	8											
604	15											
3229	2											
1577	7											
2724	7											
4505	2											
3358	23											
3193	17											
4233	7											
6949	3											
8071	11											
693	6											
4996	24											
914	9											
1316	24											
5597	18											
9308	13											
8456	11											
2827	14											
7773	16											
2619	11											
1648	17											
2658	13											
4780	22											
6511	22											
6328	10											
342	8											
6748	13											
9194	22											
6355	18											
7746	24											
2422	18											
4909	25											
7767	14											
1142	19											
4073	3											
6390	11											
7891	7											
6977	8											
3757	5											
7817	20											
2319	14											
5149	19											
6646	23											
1274	11											
991	19											
6941	12											
1070	24											
133	2											
7687	16											
3734	10											
3319	8											
1203	10											
2423	3											
9483	14											
5509	21											
395	25											
6289	20											
6307	20											
2364	17											
7004	1											
2502	15											
1029	6											
889	25											
2037	10											
5638	12											
8170	21											
8988	18											
3093	17											
721	12											
6577	20											
4483	16											
8090	8											
9574	25											
2021	13											
4027	4											
2329	23											
7487	1											
5725	4											
1209	4											
7370	13											
7897	8											
5098	9											
1290	9											
1848	9											
4648	23											
4933	10											
9933	18											
4062	15											
7355	7											
360	15											
2140	18											
6496	9											
8232	17											
2679	3											
2325	11											
5072	8											
1583	11											
9254	17											
7942	24											
4303	8											
6690	15											
5425	23											
4111	15											
